Artist,Song,Lyrics,Dialect
 saad lamjarred, salam,"Yeah thatʼs morrocan youyou baby
Yʼa salam
You feel me baby, Spread love
السلام عليكم ردو السلام
هلا مرحبا أزول أو فلاون




السلام عليكم ردو السلام
Iʼm in love , Iʼm not alone
My baby arabia ohhhhhh
Beauty Amazighia damn
My love story yeah
Come to my area
Close to my body yeah
You make me happy
Donʼt worry iʼm happy
Come baby dance with me
Amazighi dance with me
Yeah Salam
أسلام داغ أوعليكم السلام
أدسلماغ فلاتون اللوز دوتاي
أولا العين دومان
What you want baby girl whatʼs your doing
Hey babe, whatʼs your doing, what you want
Just tell me whatʼs your doing




Woah woah woah woah woah
السلام عليكم ردو السلام
مع حبابي أنا يحلا الكلام
السلام عليكم ردو السلام
Iʼm in love , Iʼm not alone
My baby arabia ohhhhh
Enty nour 3iniya damn
My love story yeah
Come to my area
Close to my body yeah
You make me happy
Donʼt worry iʼm happy
Come baby dance with me
Ya Salam 3alik Enty Yeahhh
السلام عليكم ردو السلام
مع حبابي أنا يحلا الكلام
السلام عليكم ردو السلام
Iʼm in love , Iʼm not alone




Hey girl , whatʼs your doing
What you want baby girl
Whatʼs your doing
Hey babe, whatʼs your doing
What you want
Just tell me what your doing
Woah woah woah woah woah
أنا وإنتي في سلام
نسيين العلام
واللوف نعيشو
فضلو و ريشو
Baby Iʼm your man
But Iʼm not superman
Come baby come come come come
Come Baby Iʼm done done done
السلام عليكم ردو السلام
مع حبابي أنا يحلا الكلام
السلام عليكم ردو السلام




Iʼm in love , Iʼm not alone
Hey girl , whatʼs your doing
What you want baby girl
What your doing
Hey babe, whatʼs your doing
What you want just tell me
Whatʼs your doing
Woah woah woah woah woah
Spread love








",0
 saad lamjarred, lamaallem,"إنتا معلم و حنا منك نتعلم
إنتا معلم و حنا منك نتعلم
نسكت ونتا موجود ... مانرضى نتـكلم





نسكت ونتا موجود ... مانرضى نتـكلم

واللي خلاك ما يفهم يجيلو يوم ويندم
واللي خلاك ما يفهم يجيلو يوم ويندم

و ما تسمع اللي يخدعك إنتا معلم
و ما تسمع اللي يخدعك إنتا معلم

إنتا معلم و حنا منك نتعلم
إنتا معلم و حنا منك نتعلم
نسكت ونتا موجود ... مانرضى نتـكلم
نسكت ونتا موجود ... مانرضى نتـكلم




 
نظرة بالإشارة تعرف نبض الحرارة
نظرة بالإشارة تعرف نبض الحرارة

إنتا في الحب عبارة تخلي لعقول حيارة
إنتا إنتا عبارة تخلي لعقول حيارة

واللي خلاك ما يفهم يجي يوم دابا يفهم
آآه وماتسمع اللي يخدعك إنتا معلم

إنتا معلم و حنا منك نتعلم
إنتا معلم و حنا منك نتعلم




نسكت ونتا موجود ... مانرضى نتـكلم
نسكت ونتا موجود ... مانرضى نتـكلم

تستهل طيارة لطيارة شوية عليك
تستهل طيارة لطيارة شوية عليك
تطير أنتا في العالي ما نوصلك يا غالي
تطير أنتا في العالي ما نوصلك يا غالي

واللي خلاك ما يفهم يجيلو يوم ويندم
واللي خلاك ما يفهم يجيلو يوم ويندم




لا تسمع اللي يخدعم أنتا معلم
معلم
معلم
معلم
معلم









				",0
 saad lamjarred, ghaltana,"غلطانة جيتني ندمانة
قلتلي ريحني هالمرة سامحني
غلطانة جيتني ندمانة
قلتلي ريحني هالمرة سامحني





أنا ما نويت الغدر ولا كنت نفكر
أنا ما نويت الغدر ولا كنت نفكر
حيرانة ما تنفعك ندامة

غلطانة جيتني ندمانة
قلتلي ريحني هالمرة سامحني
غلطانة جيتني ندمانة
قلتلي ريحني هالمرة سامحني

تغريتي وعليا تخليتي
ما همك اللي جرالي سهرتيني ليالي
تغريتي وعليا تخليتي
ما همك اللي جرالي سهرتيني ليالي





أنا ما نويت الغدر ولا كنت نفكر
أنا ما نويت الغدر ولا كنت نفكر
حيرانة ما تنفعك ندامة

غلطانة جيتني ندمانة
قلتلي ريحني هالمرة سامحني
غلطانة جيتني ندمانة
قلتلي ريحني هالمرة سامحني

طماعة جابتك ليا الساعة
كنتي فيا تبيعي
ضيعي وحدك ضيعي طماعة

طماعة جابتك ليا الساعة
كنتي فيا تبيعي
ضيعي وحدك ضيعي طماعة




 
أنا ما نويت الغدر ولا كنت نفكر
أنا ما نويت الغدر ولا كنت نفكر
حيرانة ما تنفعك ندامة

غلطانة







",0
 saad lamjarred, ala babi waef amarin,"على بابي واقف قمرين واحد بالسما
والثاني اغلى من العين بيفهم بالوما
على بابي لى بابي واقف قمرين




 
يا قمرنا بالليالي إحنا العاشقين
يا طالع بالعلالي خلينا سهرانين
ولا نجمه بين قمرين ولا نسمه بين هلالين
و الناس عندها قمر وانا عندي قمرين

يامداوي قلوب عطشانه اروي العطشانين
ياللي عيونك مليانه بالحب والحنين
وانا وانت يا نور العين روح وساكنه بجسدين

اوا اوا اوا اوووا اووا اوا اواوو اووا اوووا وووا وو...




 
يامداوي قلوب عطشانه اروي العطشانين
ياللي عيونك مليانه بالحب والحنين
وانا وانت يا نور العين روح وساكنه بجسدين
و الناس عندها قمر وانا عندي قمرين








				",0
 saad lamjarred, yalla yalla,"فيكم طرب اييوه فيكم وناسه يلااا
يلا يلا يلا يلا قولو قولو يلا
شيلوها شيله والليله ليله ولي تفوته قولو يا ويله شيلوها شيله واليله ليلا واللي تفوته قولو يا ويله شوفونا احباب وخلان خلونا نتبادل نتبادل لحزان شوفو مثلنا احنا وهلنا غنينا كلنا يالي يالي يالي يلا يلا يلا قولو قولو يلا يلا قولو قولو ياعين وياقلب افرح وتهنى والفرح والحب بادنيا تهنى ياعين وياقلب افرح وتهنى والفرح بادنيا تهنى شوفونا احباب وخلان خلونا نتبادل لحزان يلا هليله ايوه يلا هليله ايوه يلا هليه قولو قولو يلا هليه قولو ماشاء الله يلا هليله قولو ايه والله إإإإإإه ماشاء الله إإإإإإه مشاء الله




شوفونا احباب وخلان خلونا نتبادل لحزان قولو يلا يلا يلا يلا يلا يلا وينك وينك وينك وينك يلا يلا قولو قولو يلا يلا اوه اوه يلا يلا قولو قولو
شيلوها شيلا والليله ليله واللي تفوته ياويلي ويله شوفونا احباب وخلان خلونا نتبادل لحزان شوفو مثلنا مثلانا غنينا كلنا ماكو مثلنا احنا وربعنى غنينا كلنا يالي يالي يالي يالي يالي يالي اهه يالي فرقه ميامي يالي يلا فوق يالي يلا يلا فوق فوق ويه ويه فوق فوق ويه ويه يلآآآ








				",0
 saad lamjarred, ykhalik lili,"يخليك ليلي يا غزالي ونطير معاك في العلالي
منخلي الوقت يسالي يا حبيب الروح
يخليك ليلي يا غزالي ونطير معاك في العلالي




منخلي الوقت يسالي يا حبيب الروح

وانا وانا ومن لاقانا عاجباني فيه الرزانة
طيبة القلب والحنانة شكون فحالي انا
وانا وانا ومن لاقانا عاجباني فيه الرزانة
طيبة القلب والحنانة شكون فحالي انا

يخليك ليلي يا غزالي ونطير معاك في العلالي
منخلي الوقت يسالي يا حبيب الروح
يخليك ليلي يا غزالي ونطير معاك في العلالي




منخلي الوقت يسالي يا حبيب الروح

عشيري هذا معايا في وقت الشدة حدايا
يستاهل كل الهدايا للي فالكون
فاهمني حاسس بيا عارفني تايق فيا
ويلا غضبت يخاف عليا وبالو مشطون

وانا وانا ومن لاقانا عاجباني فيه الرزانة
طيبة القلب والحنانة شكون فحالي انا
وانا وانا ومن لاقانا عاجباني فيه الرزانة




طيبة القلب والحنانة شكون فحالي انا

يخليك ليلي يا غزالي ونطير معاك في العلالي
منخلي الوقت يسالي يا حبيب الروح
يخليك ليلي يا غزالي ونطير معاك في العلالي
منخلي الوقت يسالي يا حبيب الروح

ديما عاطيني الخاطر نلقاه جنبي حاضر
ومحبتي ليه زايدة اكثر منقول عييت
وعيونو فيها نحصل كلامو حلو كي العسل




مخليني معاه نوصل فين بغيت

وانا وانا ومن لاقانا عاجباني فيه الرزانة
طيبة القلب والحنانة شكون فحالي انا
وانا وانا ومن لاقانا عاجباني فيه الرزانة
طيبة القلب والحنانة شكون فحالي انا

يخليك ليلي يا غزالي ونطير معاك في العلالي
منخلي الوقت يسالي يا حبيب الروح
يخليك ليلي يا غزالي ونطير معاك في العلالي
منخلي الوقت يسالي يا حبيب الروح





 
وانا وانا ومن لاقانا عاجباني فيه الرزانة
طيبة القلب والحنانة شكون فحالي انا
وانا وانا ومن لاقانا عاجباني فيه الرزانة
طيبة القلب والحنانة شكون فحالي انا

يخليك ليلي








				",0
 saad lamjarred, rrrrr rrrrrr rrr,"اليوم ليلتنا عيد
من ربي أغلي هدية
تذاد الأمير السعيد
وفرح الأسيرة الملكية
الله يديمها مسرات




فالمملكة المغربية
ويخليها الفوق الفوق
ديما حرة علوية
مبروك عليك يا مولاي رشيد
ألف هنية عليك لالة كلثوم
ميلاد الأمير مولاي احمد
يا ربي الفرحة عليكم تدوم
الله ينصر سيدنا
وديما يعلي مقامو
ملكنا محمد السادس
الله يبارك فأيامو هو و مولاي الحسن
ولي العهد الغالي
ويحفظلينا هذا الوض
وديما يعلي شانو
مبروك عليك يا مولاي رشيد
ألف هنية عليك يا لالة يا لالة




ميلاد الأمير مولاي احمد
ياربي الفرحة عليكم تدوم
مبروك عليك يا مولاي رشيد
مبروك








				",0
 lbenj, pardon,"3awed tani 
Ghayet3awed kifma dima nefs l film
Drabi jded le9dem ba9i mansithom 
Wach lejra7 ya sa9i lkas yechfihom 
3awed tani 




Netwa3do mankhalik wmatkhalini 
7ata chi nhar wa7ed y9ol c'est fini 
Wraha je t'aime ghadi tweli tzerini 

Ay ay 
Pardon 
Sadri ghanzid gha clopo fel balcon 
Wast les cours dyal din damiri absent 
Kan3ich lil harban me dow kil fantôme 
No love 
3ayech menkri dima labes condom
Makarib nas kaye3ebdo l'argent 
Peyit dnoubi double crédit consommation 
Ya rabi sorry I'm so 

3awed tani 
Tebghi 7aja ji wet9oli kanebghik 
Ghadi ndir demdoum wakha dima kanedrik 




Konti chan weliti daba 7aja kanechrik 
Wkanlo7ek fach nfi9 
Yak konti warda ta7t del dyali b3ar9i kanes9ik 
Fin niya wdak sfa li lbara7 kano fik 
Rja3ti mal et fake, yak konti magnifique 

Tejma3na nefs lmasali7
Tfera9na nefs lmachakil 
Nebda départ jdid nel9a nefs l3ara9il 
Weslekna lmasalik, mawsalnach lmanasib 
Weflous lmazalit kawghethom na2ib 
Wdandana zéro gana 
Wba9i kandiya3 fiyami, techhad lmagana 
Adani ghir li 3tito fgalbi makana 
Weflefra9 kandir be7sab li la9ana 
Welbalbala f3a9li ana 
Wech3al men 7al kan jri7 9atlato lbitala 
7ata damiri krah l7ala wedfa3 isti9ala 




Wnas nsat lmabadi2 fi tri9 l9il wel9ala

3awed tani 
Ghayet3awed kifma dima nefs l film
Drabi jded le9dem ba9i mansithom 
Wach lejra7 ya sa9i lkas yechfihom 
3awed tani 
Netwa3do mankhalik wmatkhalini 
7ata chi nhar wa7ed y9ol c'est fini 
Wraha je t'aime ghadi tweli tzerini 

Ay ay 
Pardon 
Sadri ghanzid gha clopo fel balcon 
Wast les cours dyal din damiri absent 
Kan3ich lil harban me dow kil fantôme 
No love 
3ayech menkri dima labes condom




Makarib nas kaye3ebdo l'argent 
Peyit dnoubi double crédit consommation 
Ya rabi sorry I'm so









",0
 lbenj, kif kif,"Cheftini bonka cheft m3ak familya 
Konti mochta9a weritek la via 
Weliti tchoukri wesda9ti madiya 
Rou7i yal popiya wenti machi liya 
Niya sla7i f7arbi bla 7olafa 




Contre terika lebkhor wechowafat 
3arfek katsoufri wakha tgouli cava 
Mentalité krafa rabawek l7asrafa 

Wenti ya mouti beljou3 
Ki chbabek nrou7 ma kayen rjou3 
Nti li derti l'amour machrou3 
Siri gharo7i daba 
Lma wechetaba
 Ya mouti beljou3 
Ki chbabek nrou7 ma kayen rjou3 
Nti li derti l'amour machrou3 
Siri gharo7i daba 
Lma wechetaba 

Ntiya rou7i bla ma ji tnebchi fi jro7i 
Wajfouni li tester dmou3i 
Nakhser mali fi tri9 sra7i




Machi m3ak sla7i 
Wkifkif kif chta kif sif 
Wech3al men 3ala9a khalat l9alb nzif 
Mab9itch 9ader nti9 7ata fmoulat zif 
Ya kolchi manatif ya latif ya latif 

Wenti ya mouti beljou3 
Ki chbabek nrou7 ma kayen rjou3 
Nti li derti l'amour machrou3 
Siri gharo7i daba 
Lma wechetaba

Wana 3andi kifkif, kifkif 
Kifkif, kifkif 
Kifkif, kifkif 
Yak galo li zin zin, zin zin 
Zin zin , zin zin
Zin zin, zin zin 




Bghiti terta7 seba9 l mim, mim mim
Mim min, mim mim
Mim mim, mim mim
Wakha tbedel wil wil, wil wil 
Wil wil, wil wil 
Wil wil, wil wil 

7sebtini mdécalé 
Nti m3aya bghiti testé 
Ghada katejri wraya 
7ata nti ki DSI
ach ghadiri beflous wma3andekch respect 
Matestahli 7ob wmatestahli ndétesté 
Wana frasi mkemek solo 
B7it ana li chad l volant 
Kolch wela donnant donnant 
Teb3ini ghatweli follow
Khalini kandir drahem 




Nkhalik nti diri donoub 
Kedbi wgouli tla3ti frasi 
Fin ma tchoufi storiyati 
Ghadi meni jik lmono 
Nhar ki ditek rabi yester 
Konti ghadodan fi tri9i 
7sebti rez9i ktar melbonouk 

Wana 3andi kifkif, kifkif 
Kifkif, kifkif 
Kifkif, kifkif 
Yak galo li zin zin, zin zin 
Zin zin , zin zin
Zin zin, zin zin 
Bghiti terta7 seba9 l mim, mim mim
Mim min, mim mim
Mim mim, mim mim
Wakha tbedel wil wil, wil wil 





Wil wil, wil wil 
Wil wil, wil wil








",0
 lbenj, kossori,"Sorry galbi 3onsori 
Yak niya sbabi fi kossori
Fewetna madi ostori 
W do3afa kiychikho ghir f story 





Daro fyedi menotte 
Nhar derti bracelet
Delmektoub
3raft chbabi da3 kitit lmadi
O bla rjo3 
Ch3al tsenitek tetasli 
Ana w mon cœur 
Meli mchat lemima 
Khdoudi twa7cho dmo3

Manich o mamenekch 
Men men iden 
Da9iti bab 9albi bla iden 
Machi khir l3echra m3ak nti danb 
Dima fi 7arb, fi 7arb, fi 7arb 

Fik cette taille Wkat7as 
Ga3 ti9a fenefs 




Mollat t7awes 
Sugar daddy ykhales 
Ldakhel machi lebs 
Howa li kan 9ader
Matos mgader 
Sugar li kaykhales 

Ghadi nkemel solo mieux 
Que mal accompagné 
Nejri wra l money mieux 
Maneb9a condamné 
Ghlat wbghit sérieux 
Da3o m3ak des années 
Kont 9ader na3tik dem 
Daba nti dem snani

Ghadi nkemel solo mieux 
Que mal accompagné  




Nejri wra l money mieux  
Matb9a condamné 
Kedba ta3 sérieux 
Da3o m3ak des années 
Kont 9ader na3tik dem 
Daba nti dem snani 

Manich o mamenekch 
Men men iden 
Da9iti bab 9albi bla iden 
Machi khir l3echra m3at nti danb 
Dima fi 7arb, fi 7arb, fi 7arb 

Fik cette taille wkat7as 
Ga3 ti9a fenefs 
Mollat t7awes 
Sugar daddy ykhales 
Ldakhel machi lebs 




Howa li kan 9ader
Matos mgader 
Sugar li kaykhales

Je me présente 
M3ak wa7ed galbo meyet 
Naja7 fedenya 7ayt mkiyet
Guedam l juge lfom mkhayet 
Ntafi telephoni kankhaf l7abs y3ayet 
Wdaba salina ya baby que pasa
Cansaltek miouni detacha 
Anti 7achara même si faracha 
Gbel mangoul smiyetk 
Obligé nseba9 7acha 
Kiygolo n7abek fort, ah, ah métaphore 
Fwejhi b la bise wefdahri bcha9or 
Chafto 7sabi ki l'aspirateur 
Ghara9 machakil 





Rada yema maître nageur 

Solo contra todo onti kichi 3a9aba 
L3a9a braka dlamour fezen9a kil3isaba 
Meli tla3ti frassi f9abli to7ti martaba 
Raki ghakatchefi ki ici ki là-bas  

Fik cette taille Wkat7as 
Ga3 ti9a fenefs 
Mollat t7awes 
Sugar daddy ykhales 
Ldakhel machi lebs 
Howa li kan 9ader
Matos mgader 
Sugar li kaykhales








",0
 lbenj, tmax,"Chaftni ghadi mkabri b Tmax, Galt hada 7alali
Hya darto khayt f3angi, vraiment kanban mericani
Jbedt l iPhone 6 bhal chi amir Qatari
Khdit 06 bel khaf smatni hayati





Zadt ftri9i bga3 l3ya9a galt liha nhadro aprés
Galti OK baby chada liya khatri
Wselt ldar whatsapp kayzanzan
Siftatli message 3younk tjanen

Sata sawlatni 3la wach khdam
Jawbtha b La hit baba moul l'mal
3andna charikat flous bezzaf f kolla medina villa
O ntiya dwi 9admi rasek me bella

Ravie smiti fatin 3andi master economie
Mama kadir l'architecture ama baba mo7ami
Dawazna ras l3am f Paris kankhatbni barlamani
Bagha tankamal 9rayti 3ad nfakar n3ich hyati

Kolchi kdoub fkdoub
Ma3ndi walo fhad denia ghir dnoub
Ba fa9ir o ma3ndoch s3iba asahbi




Tana baghi titza fesra VIP

B9ina dawien conversation kabrat
Bagha t fixer render-vous galtli nhar tlat
Jawbtha ma3rod galtli ok samedi
D'accord baby dam3a f 3ini ghanbki

Koulhom bhal bhal y3acho fel materiel
9lalo bnat nas kolchi baghi l money cash
Akhirtha dima frach jawbini 3lach tba3sis
Kadwi 3la Lamborghini oma teksabi hta I10

Chaftni ghadi mkabri b Tmax, Galt hada 7alali
Hya darto khayt f3angi, vraiment kanban mericani
Jbedt l iPhone 6 bhal chi amir Qatari
Khdit 06 bel khaf smatni hayati

Li 3ando l7abba kaydoro bih l papichat




Li ma3ndoch ghadi gha m3a l9asirat
Wli charika yak ydi ghir l marka
Wli zawali da3wa 3lih maranica

Chaftni ghadi mkabri b Tmax, Galt hada 7alali
Hya darto khayt f3angi, vraiment kanban mericani
Jbedt l iPhone 6 bhal chi amir Qatari
Khdit 06 bel khaf smatni hayati








				",0
